36018,201731,11,8
36123,201731,11,5
36125,201731,12,10
35746,201731,13,5
32258,201731,14,10
32734,201731,4,2
34935,201731,4,2
35527,201731,4,2
35993,201731,4,2
30530,201731,1,9
34352,201731,1,7
32865,201731,1,3
35068,201731,1,6
31840,201731,1,4
36126,201731,1,3
36228,201731,1,3
30931,201731,6,1
35554,201731,6,1
36256,201731,7,8
30402,201731,8,6
33193,201731,5,1
34937,201731,5,1
35198,201731,15,5
35197,201731,10,5
35890,201731,10,5
35749,201731,2,3
